win stay lose shift,** wait when safe,** binary energy state,weather type,* $\mathit{r}$ predator,* $\mathit{p}$ gain,expected gain naive,marginal value,multi-heuristic policy,optimal policy values
-1907.800600404351,-1365.8361127821136,-1406.2763780867099,-2099.4079932638706,-2048.8629136172412,-1889.1048295527407,-1879.4916724495333,-1788.0675696256812,0.0,-465.1789172264462
