gen_model,fit_model,sim_idx,gen_idx,loo_elpd,rhat_max,ess_min
** binary energy state,* $\mathit{r}$ predator,9,2,-6800.891840272829,1.0069409809360146,224.83540436145427
** binary energy state,* $\mathit{p}$ gain,9,2,-6795.356425173726,1.0262146477110692,245.91937903666079
** binary energy state,expected gain naive,9,2,-6793.626560822449,1.016212999411071,228.02819453228693
** binary energy state,marginal value,9,2,-6798.247632919898,1.00811604531671,348.329801425097
** binary energy state,multi-heuristic policy,9,2,-6165.630228576883,1.0160626553041483,253.9301337460061
** binary energy state,optimal policy values,9,2,-6734.268933691572,1.0103032852387523,222.6147654270151
** binary energy state,win stay lose shift,10,2,-6904.233745828213,1.014154316461003,349.76102164391403
** binary energy state,** wait when safe,10,2,-6909.439146756117,1.01647639468007,202.82578854821259
** binary energy state,** binary energy state,10,2,-6415.072312554783,1.0160813941996452,374.0314418273245
** binary energy state,weather type,10,2,-6914.961135185606,1.0088289902312007,470.439888761839
** binary energy state,* $\mathit{r}$ predator,10,2,-6915.2826482361725,1.0077471865480327,335.58915327780244
** binary energy state,* $\mathit{p}$ gain,10,2,-6911.821846730139,1.0088885330015394,365.98506326289123
** binary energy state,expected gain naive,10,2,-6908.778292551742,1.0183391650013491,244.4498880567183
** binary energy state,marginal value,10,2,-6915.454594614923,1.0125975134991907,394.49703420246135
** binary energy state,multi-heuristic policy,10,2,-6419.63706682145,1.0290303118464796,195.75641044533887
** binary energy state,optimal policy values,10,2,-6860.582282284774,1.0165742483507223,357.79332637204465
** binary energy state,win stay lose shift,11,2,-6469.685475206904,1.0217387303718415,179.6461671141773
** binary energy state,** wait when safe,11,2,-6468.760944719303,1.006611055560253,384.8651704123871
** binary energy state,** binary energy state,11,2,-6054.787045733962,1.0207110739800263,140.2334254949327
** binary energy state,weather type,11,2,-6475.944851704631,1.0193957640904143,129.2861716731789
** binary energy state,* $\mathit{r}$ predator,11,2,-6476.307751648932,1.0381370945478263,88.21939536766392
** binary energy state,* $\mathit{p}$ gain,11,2,-6475.274221902344,1.0251264054601643,153.49742699850293
** binary energy state,expected gain naive,11,2,-6470.010815305071,1.0178349902456019,167.90675539935953
** binary energy state,marginal value,11,2,-6470.929673702297,1.0041026503321577,392.4134722357112
** binary energy state,multi-heuristic policy,11,2,-6058.284460522384,1.0066535027345165,393.9096257303239
** binary energy state,optimal policy values,11,2,-6432.881313778364,1.0305918696981176,123.23038921224223
** binary energy state,win stay lose shift,12,2,-6819.317355527814,1.0128634132749168,252.80500909781838
** binary energy state,** wait when safe,12,2,-6819.045201483158,1.0106525060700642,278.6809444064924
** binary energy state,** binary energy state,12,2,-6029.4659766564055,1.0189476322057314,253.39515030168124
** binary energy state,weather type,12,2,-6836.127699347081,1.0155270856896068,290.6594135009832
** binary energy state,* $\mathit{r}$ predator,12,2,-6836.693810380718,1.0165095025900652,298.5273448604945
** binary energy state,* $\mathit{p}$ gain,12,2,-6836.795778135341,1.0080791394924613,356.5140087646683
** binary energy state,expected gain naive,12,2,-6835.94319052731,1.016909141074453,300.48684581286443
** binary energy state,marginal value,12,2,-6835.898527376044,1.0243672572376499,225.49806751453158
** binary energy state,multi-heuristic policy,12,2,-6036.4905377627,1.0098181289388544,356.79879104024883
** binary energy state,optimal policy values,12,2,-6726.809188585876,1.0406721911903491,200.9641594782898
** binary energy state,win stay lose shift,13,2,-6992.506012779748,1.0073543427279388,520.6858322730887
** binary energy state,** wait when safe,13,2,-6987.411818036183,1.0154796568509843,278.67519500239194
** binary energy state,** binary energy state,13,2,-6685.812042101968,1.014328424312317,437.7934146169317
** binary energy state,weather type,13,2,-6994.9322564431195,1.002870145600158,588.4039559027472
** binary energy state,* $\mathit{r}$ predator,13,2,-6993.161225507958,1.0117668210130073,366.56381101454167
** binary energy state,* $\mathit{p}$ gain,13,2,-6994.75407831614,1.0183234420803111,394.3702464321453
** binary energy state,expected gain naive,13,2,-6992.635688962891,1.0065477346352587,539.2047245114782
** binary energy state,marginal value,13,2,-6995.332036367274,1.0053468822879286,406.4632773160059
** binary energy state,multi-heuristic policy,13,2,-6691.888278052,1.0268579506252922,276.4728362714917
** binary energy state,optimal policy values,13,2,-6957.61178144765,1.0178493200001237,318.95936655014947
** binary energy state,win stay lose shift,14,2,-6760.692645280232,1.00855487860682,243.9131432712638
** binary energy state,** wait when safe,14,2,-6768.049935038294,1.008806706500709,379.279315577358
** binary energy state,** binary energy state,14,2,-5918.585552257606,1.0164803859199671,264.69894751719943
** binary energy state,weather type,14,2,-6788.655832439255,1.013635413568977,271.66194440638765
** binary energy state,* $\mathit{r}$ predator,14,2,-6787.19391990833,1.0176608977843562,204.0488688861357
** binary energy state,* $\mathit{p}$ gain,14,2,-6787.691289221524,1.0099845126323912,263.27848565405253
** binary energy state,expected gain naive,14,2,-6783.766283399871,1.0187185053000958,231.5207196293535
** binary energy state,marginal value,14,2,-6786.898131654563,1.0128315229948666,216.25027629249624
** binary energy state,multi-heuristic policy,14,2,-5926.163920199406,1.0120000503123485,316.48810011202886
** binary energy state,optimal policy values,14,2,-6667.581021384924,1.0176678174512437,213.42148694604725
** binary energy state,win stay lose shift,15,2,-6972.540667968584,1.0031488887973028,581.1724901080469
** binary energy state,** wait when safe,15,2,-6989.692618180788,1.006622467167166,321.9023039785578
** binary energy state,** binary energy state,15,2,-6364.359698192578,1.0207869415541637,332.7110659547322
** binary energy state,weather type,15,2,-7006.753190682514,1.009517830011806,567.0543663281421
** binary energy state,* $\mathit{r}$ predator,15,2,-7007.551141768945,1.0076686080818413,386.2666286595675
** binary energy state,* $\mathit{p}$ gain,15,2,-7006.910567657205,1.006996886790581,328.6976056602832
** binary energy state,expected gain naive,15,2,-7006.706183002412,1.0168147436244244,391.9783668581094
** binary energy state,marginal value,15,2,-7007.1664849385525,1.0060148558522688,684.6404525740202
** binary energy state,multi-heuristic policy,15,2,-6369.410060998736,1.0145471150859657,354.1356294780145
** binary energy state,optimal policy values,15,2,-6923.078139148148,1.0111254040851518,264.61252648748155
** binary energy state,win stay lose shift,16,2,-6831.426473727185,1.008513077647271,287.62676917155136
** binary energy state,** wait when safe,16,2,-6848.195811880521,1.0068341862895145,396.94279944661014
** binary energy state,** binary energy state,16,2,-6335.816399707508,1.0139146027213068,337.83489511328514
** binary energy state,weather type,16,2,-6854.922283837876,1.023259799823564,363.5505882834283
** binary energy state,* $\mathit{r}$ predator,16,2,-6854.174885306093,1.0172454077557826,359.62773767324387
** binary energy state,* $\mathit{p}$ gain,16,2,-6854.234379171865,1.0175436656342447,227.58601454739022
** binary energy state,expected gain naive,16,2,-6854.264653725518,1.0158262952210273,425.8388421108454
** binary energy state,marginal value,16,2,-6852.666180750481,1.0057452451365967,333.73243339819874
** binary energy state,multi-heuristic policy,16,2,-6339.081716818928,1.0245689713005848,176.26587620537933
** binary energy state,optimal policy values,16,2,-6797.952180303084,1.015500152424573,300.7216420898582
** binary energy state,win stay lose shift,17,2,-6820.850722433316,1.0083677953512742,310.5582331741009
** binary energy state,** wait when safe,17,2,-6829.740825047104,1.0091213135664745,308.6147200997092
** binary energy state,** binary energy state,17,2,-6236.65282280177,1.0170556922632714,171.22415363108024
** binary energy state,weather type,17,2,-6831.746321280361,1.0101425262564039,317.93025590110256
** binary energy state,* $\mathit{r}$ predator,17,2,-6832.473980248828,1.0059033840953544,389.9814844485946
** binary energy state,* $\mathit{p}$ gain,17,2,-6832.883541360157,1.007369711260763,343.60215686645034
** binary energy state,expected gain naive,17,2,-6832.060500963572,1.0112480180767394,384.4874775847804
** binary energy state,marginal value,17,2,-6831.013368529493,1.0243641951286662,256.70624331237127
** binary energy state,multi-heuristic policy,17,2,-6237.30786735242,1.0085516500639697,384.6690869835957
** binary energy state,optimal policy values,17,2,-6767.955828519481,1.0128825120313205,267.1514176643149
** binary energy state,win stay lose shift,18,2,-6978.145226813566,1.0107773379479061,401.47325777020404
** binary energy state,** wait when safe,18,2,-6985.010814665821,1.0131443125470867,230.37743637818502
** binary energy state,** binary energy state,18,2,-6465.863843279812,1.007832143542422,365.01491178371134
** binary energy state,weather type,18,2,-6990.34728270709,1.0088193102172751,495.5612361129348
** binary energy state,* $\mathit{r}$ predator,18,2,-6990.2943590307705,1.0087976516783446,361.7812794737746
** binary energy state,* $\mathit{p}$ gain,18,2,-6986.397650833873,1.0171399386900952,384.72685739696175
** binary energy state,expected gain naive,18,2,-6985.836618940224,1.0102455389316196,352.5390775786559
** binary energy state,marginal value,18,2,-6989.121557550159,1.0108113833828862,546.5180354960783
** binary energy state,multi-heuristic policy,18,2,-6470.698935692752,1.0251546570514696,144.76361223142226
** binary energy state,optimal policy values,18,2,-6938.167743838341,1.0085451196684334,435.7443168878054
** binary energy state,win stay lose shift,19,2,-6694.682610156001,1.0184692795505554,230.65509402204214
** binary energy state,** wait when safe,19,2,-6708.635269915125,1.007709930044502,402.3566165839896
** binary energy state,** binary energy state,19,2,-6139.910628533807,1.0264211814649524,205.0715267106176
** binary energy state,weather type,19,2,-6711.803901613996,1.010908008722054,233.87416894748137
** binary energy state,* $\mathit{r}$ predator,19,2,-6711.941753669527,1.00998803781825,209.53609299011006
** binary energy state,* $\mathit{p}$ gain,19,2,-6711.137606633604,1.0320240390631408,177.44022601142646
** binary energy state,expected gain naive,19,2,-6710.345288296353,1.0066409813055108,237.87204972990233
** binary energy state,marginal value,19,2,-6711.131418012668,1.0123079261686208,245.86375947627485
** binary energy state,multi-heuristic policy,19,2,-6148.025558773825,1.0065322567349115,439.19632878605654
** binary energy state,optimal policy values,19,2,-6659.063942441894,1.0231957527259186,203.1172857845203
** binary energy state,win stay lose shift,20,2,-6859.365025123807,1.0065247419134091,328.7997935343731
** binary energy state,** wait when safe,20,2,-6864.202858953817,1.0181441745590107,313.1321776261087
** binary energy state,** binary energy state,20,2,-6127.338500528236,1.0236015445375635,282.3300825752065
** binary energy state,weather type,20,2,-6881.139901006978,1.0209933713907189,340.9625791377891
** binary energy state,* $\mathit{r}$ predator,20,2,-6881.9058599689,1.0071588586182412,329.5909582810534
** binary energy state,* $\mathit{p}$ gain,20,2,-6880.063883739771,1.0158510155787484,328.25895935475154
** binary energy state,expected gain naive,20,2,-6879.419438582914,1.0064338303500078,347.89127758898445
** binary energy state,marginal value,20,2,-6880.6035986277575,1.0266885296418728,250.60738897926777
** binary energy state,multi-heuristic policy,20,2,-6132.7093892778685,1.0114993198834672,335.32768439762003
** binary energy state,optimal policy values,20,2,-6778.388838405073,1.0114567859566699,210.10017240413495
** binary energy state,win stay lose shift,21,2,-6789.47684026697,1.0093636999579414,277.6160104537514
** binary energy state,** wait when safe,21,2,-6792.481957660581,1.0178456938371445,286.66226866080103
** binary energy state,** binary energy state,21,2,-6313.993259361747,1.0111269361211723,339.2955206089113
** binary energy state,weather type,21,2,-6799.204166723473,1.0226358570935956,218.20143693422241
** binary energy state,* $\mathit{r}$ predator,21,2,-6799.3320815608095,1.0090988497274307,325.1230541754098
** binary energy state,* $\mathit{p}$ gain,21,2,-6798.626095328416,1.0072512405335186,351.3409636553119
** binary energy state,expected gain naive,21,2,-6796.03112726242,1.01750482628103,273.61192566133406
** binary energy state,marginal value,21,2,-6796.198021442593,1.006220015680148,320.29889320593276
** binary energy state,multi-heuristic policy,21,2,-6320.877138303182,1.0203267771254172,282.6584642866049
** binary energy state,optimal policy values,21,2,-6746.038170639121,1.0213211714796344,227.83192651470296
** binary energy state,win stay lose shift,22,2,-6895.26537114641,1.006452598930517,353.31529371581735
** binary energy state,** wait when safe,22,2,-6899.027672099353,1.0118723522479558,419.5927709998115
** binary energy state,** binary energy state,22,2,-6250.734039441002,1.0147968957067577,271.93627201613583
** binary energy state,weather type,22,2,-6908.004557060913,1.0070773484662106,298.9836440126696
** binary energy state,* $\mathit{r}$ predator,22,2,-6905.791850101782,1.010111197921292,351.68352229314036
** binary energy state,* $\mathit{p}$ gain,22,2,-6909.436566485019,1.0136861492258438,270.2642692370597
** binary energy state,expected gain naive,22,2,-6908.388117489161,1.0242282183452718,290.9822166079193
** binary energy state,marginal value,22,2,-6909.884592462334,1.0091725819686843,348.27630513913516
** binary energy state,multi-heuristic policy,22,2,-6254.919813022846,1.0198933348135033,239.65535627986375
** binary energy state,optimal policy values,22,2,-6839.544297464419,1.0207297330244138,180.73660470696336
** binary energy state,win stay lose shift,23,2,-6633.612930249072,1.024036800695506,171.74676329668387
** binary energy state,** wait when safe,23,2,-6645.634191803607,1.0059250750896882,422.0190904822551
** binary energy state,** binary energy state,23,2,-6108.015063524424,1.017505485911117,125.24897921891711
** binary energy state,weather type,23,2,-6653.204139471714,1.0214062535374449,217.5048801191827
** binary energy state,* $\mathit{r}$ predator,23,2,-6653.105551628989,1.0150871329590572,243.0053893451212
** binary energy state,* $\mathit{p}$ gain,23,2,-6652.886051995694,1.0106625926596564,190.17731718357842
** binary energy state,expected gain naive,23,2,-6649.507346190348,1.0214819132358808,254.84497911637743
** binary energy state,marginal value,23,2,-6652.924720684637,1.0198333618333946,249.44280979234173
** binary energy state,multi-heuristic policy,23,2,-6112.431467338407,1.0101413127821497,369.8299541781979
** binary energy state,optimal policy values,23,2,-6587.681286595107,1.0216417434134186,168.72543979199054
** binary energy state,win stay lose shift,24,2,-6569.789274967864,1.0168735068953598,220.93186743453018
** binary energy state,** wait when safe,24,2,-6578.148715683916,1.0120283965969874,396.53936298348094
** binary energy state,** binary energy state,24,2,-6117.738444749353,1.0190252649833416,171.8329657026732
** binary energy state,weather type,24,2,-6586.786111322376,1.0181167336536867,200.56785634681665
** binary energy state,* $\mathit{r}$ predator,24,2,-6574.875293491009,1.009857001670836,173.0027594595343
** binary energy state,* $\mathit{p}$ gain,24,2,-6585.805026169746,1.0401972413764846,152.9433242996255
** binary energy state,expected gain naive,24,2,-6585.962674767268,1.0106490049406667,176.49877134950182
** binary energy state,marginal value,24,2,-6587.17428847932,1.01825674441812,193.75666982773083
** binary energy state,multi-heuristic policy,24,2,-6112.416816118349,1.0089413871419897,464.021089719908
** binary energy state,optimal policy values,24,2,-6520.7382424417065,1.0306660539780192,224.2141104098488
** binary energy state,win stay lose shift,25,2,-6934.41931493925,1.0125037426738284,437.9170943916916
** binary energy state,** wait when safe,25,2,-6945.179154164483,1.0078311889308766,394.84178767577293
** binary energy state,** binary energy state,25,2,-6279.413480042314,1.0055198883268253,431.4362471602608
** binary energy state,weather type,25,2,-6955.76255704313,1.007149762690294,373.5727092210228
** binary energy state,* $\mathit{r}$ predator,25,2,-6953.133930903876,1.0046008512443276,448.30942726111766
** binary energy state,* $\mathit{p}$ gain,25,2,-6954.502925578548,1.008679809442904,389.26537756161486
** binary energy state,expected gain naive,25,2,-6955.722135896505,1.0037656598951334,461.333249900654
** binary energy state,marginal value,25,2,-6955.815075857216,1.0048012000681437,310.2119047322115
** binary energy state,multi-heuristic policy,25,2,-6282.059911995589,1.0079736798408332,271.62566889078795
** binary energy state,optimal policy values,25,2,-6875.78775774894,1.0205249549445325,211.0649673522895
** binary energy state,win stay lose shift,26,2,-6899.102306611668,1.006635827412374,407.7437704214223
** binary energy state,** wait when safe,26,2,-6898.226000454523,1.0112281725977168,327.68901493563385
** binary energy state,** binary energy state,26,2,-6336.386069235312,1.0141492938816088,263.3670522055756
** binary energy state,weather type,26,2,-6917.446480838878,1.0243044809283672,344.56299004777793
** binary energy state,* $\mathit{r}$ predator,26,2,-6916.884566384262,1.0148866937808452,354.7677014301882
** binary energy state,* $\mathit{p}$ gain,26,2,-6917.441338877368,1.011593395410373,393.17721489209555
** binary energy state,expected gain naive,26,2,-6914.642092645778,1.0112422102816954,361.32895717210937
** binary energy state,marginal value,26,2,-6916.629652025329,1.0031306590268938,426.3096734742357
** binary energy state,multi-heuristic policy,26,2,-6343.726603002404,1.0104878248120923,289.2680417931973
** binary energy state,optimal policy values,26,2,-6834.928138199657,1.0123239364651313,309.13883313428084
** binary energy state,win stay lose shift,27,2,-6778.10029421818,1.0175649400165419,283.63361903184415
** binary energy state,** wait when safe,27,2,-6790.198573757943,1.0126494363185403,391.09899319814946
** binary energy state,** binary energy state,27,2,-6302.029306904405,1.0169773741389485,309.42879029139596
** binary energy state,weather type,27,2,-6792.3052072027585,1.0311249630053905,166.7683023727351
** binary energy state,* $\mathit{r}$ predator,27,2,-6790.928231583565,1.0242201364177823,192.60681356553744
** binary energy state,* $\mathit{p}$ gain,27,2,-6791.657957601355,1.0086097737080637,275.2913085308956
** binary energy state,expected gain naive,27,2,-6787.972012420884,1.0161872054359933,307.57582742251503
** binary energy state,marginal value,27,2,-6792.223407906646,1.0115243904743827,240.74303813732703
** binary energy state,multi-heuristic policy,27,2,-6306.167693128713,1.0216401249258948,291.1010078186146
** binary energy state,optimal policy values,27,2,-6751.067151096249,1.0122932611723832,303.06878258945443
** binary energy state,win stay lose shift,28,2,-6939.978466338291,1.0109319914905133,313.3790116199624
** binary energy state,** wait when safe,28,2,-6940.579872315082,1.0136030819869855,270.0311380920175
** binary energy state,** binary energy state,28,2,-6323.227936911013,1.0157737795077164,319.72348619887487
** binary energy state,weather type,28,2,-6950.704920698967,1.0186728007345338,332.76639500346243
** binary energy state,* $\mathit{r}$ predator,28,2,-6950.393778503096,1.0150382797161188,304.31543647052
** binary energy state,* $\mathit{p}$ gain,28,2,-6954.173326732972,1.0103895862150865,425.83789043986985
** binary energy state,expected gain naive,28,2,-6945.341206209789,1.0086410156007581,395.33214832475977
** binary energy state,marginal value,28,2,-6949.418539844063,1.0131781545781438,491.02279291653093
** binary energy state,multi-heuristic policy,28,2,-6329.225866479345,1.0076043815973923,332.67903530985956
** binary energy state,optimal policy values,28,2,-6880.990284713207,1.01951058565564,424.031344322315
** binary energy state,win stay lose shift,29,2,-6832.52920529207,1.0209732584733056,204.01480117277413
** binary energy state,** wait when safe,29,2,-6819.418459272869,1.0124256503349225,307.57014830163934
** binary energy state,** binary energy state,29,2,-6314.366647830995,1.011014648383024,369.8187740055359
** binary energy state,weather type,29,2,-6835.303015168811,1.008084369260153,313.99042118183814
** binary energy state,* $\mathit{r}$ predator,29,2,-6839.455890023042,1.0103894111719234,311.40438447007375
** binary energy state,* $\mathit{p}$ gain,29,2,-6837.395239134429,1.0115946900846546,310.8688718279017
** binary energy state,expected gain naive,29,2,-6834.084070248435,1.0144596694905499,282.00946931174695
** binary energy state,marginal value,29,2,-6838.127152239811,1.0081664171096125,349.01290325080504
** binary energy state,multi-heuristic policy,29,2,-6319.5857340718085,1.0069865967570213,280.609597267472
** binary energy state,optimal policy values,29,2,-6765.677238486341,1.0121800692120335,349.2717345501948
** binary energy state,win stay lose shift,30,2,-6904.800723467924,1.0069355637380997,414.71588422130554
** binary energy state,** wait when safe,30,2,-6912.316059990215,1.0107796489653345,280.77008627744675
** binary energy state,** binary energy state,30,2,-6275.752974461041,1.014878879708874,305.8817650892766
** binary energy state,weather type,30,2,-6920.1283627385155,1.0055843051446287,459.8634378140624
** binary energy state,* $\mathit{r}$ predator,30,2,-6919.613200785464,1.0107831058057866,341.26043180448295
** binary energy state,* $\mathit{p}$ gain,30,2,-6919.32370577598,1.0089290130877355,412.1866898714127
** binary energy state,expected gain naive,30,2,-6919.225653438023,1.0156564182852597,347.50399479136064
** binary energy state,marginal value,30,2,-6918.08337804541,1.0131297681490994,443.7048986993943
** binary energy state,multi-heuristic policy,30,2,-6280.015098374204,1.0173570637629266,320.7817466358264
** binary energy state,optimal policy values,30,2,-6858.983011831255,1.016061827637259,400.00965235467766
** binary energy state,win stay lose shift,31,2,-6735.57013714769,1.037779739630816,138.3058866673541
** binary energy state,** wait when safe,31,2,-6753.275030939365,1.0146141171352452,339.517802321183
** binary energy state,** binary energy state,31,2,-6198.6874707733405,1.011607072322033,295.28205722279
** binary energy state,weather type,31,2,-6759.148674876076,1.0161947984738349,208.50839824662606
** binary energy state,* $\mathit{r}$ predator,31,2,-6759.116187202618,1.0060293119982933,255.57418016933164
** binary energy state,* $\mathit{p}$ gain,31,2,-6758.693778809246,1.0346076916483666,112.16350916719283
** binary energy state,expected gain naive,31,2,-6757.533728415928,1.0120675551789915,290.01386263595793
** binary energy state,marginal value,31,2,-6756.632695383689,1.0329352390147026,196.61566558846903
** binary energy state,multi-heuristic policy,31,2,-6207.201073488994,1.0149695047346907,369.7964507544444
** binary energy state,optimal policy values,31,2,-6697.9866268729065,1.0129695120488618,276.9484432674156
** binary energy state,win stay lose shift,32,2,-6748.405367728952,1.013100997162444,272.6625392324958
** binary energy state,** wait when safe,32,2,-6752.408641043814,1.0092634970711027,331.82097410258893
** binary energy state,** binary energy state,32,2,-6184.297916910835,1.0197005596958884,260.10815908763897
** binary energy state,weather type,32,2,-6762.156868580928,1.0194026921758208,389.68282219169976
** binary energy state,* $\mathit{r}$ predator,32,2,-6762.676008812745,1.0121840583407526,273.5169813022278
** binary energy state,* $\mathit{p}$ gain,32,2,-6759.105006218928,1.0094014750065832,318.3647804204252
** binary energy state,expected gain naive,32,2,-6761.492196084106,1.0191921990367006,255.29720601308387
** binary energy state,marginal value,32,2,-6763.431403555533,1.0207628571674319,255.02126376828807
** binary energy state,multi-heuristic policy,32,2,-6190.277059702356,1.0055631006967862,471.20483305832346
** binary energy state,optimal policy values,32,2,-6706.956967861099,1.0132053549223838,300.3384245635321
** binary energy state,win stay lose shift,33,2,-6881.951281093514,1.0068408013641958,472.6970922336644
** binary energy state,** wait when safe,33,2,-6890.352622652919,1.0159337663961943,405.07676108633683
** binary energy state,** binary energy state,33,2,-6361.4729596831885,1.0179438227387718,355.59118339121375
** binary energy state,weather type,33,2,-6899.803732721226,1.0053226209348514,563.009142296148
** binary energy state,* $\mathit{r}$ predator,33,2,-6897.836265702749,1.0089449372496997,379.6028039851666
** binary energy state,* $\mathit{p}$ gain,33,2,-6899.890098611168,1.009866554155976,403.3857456011233
** binary energy state,expected gain naive,33,2,-6893.224899761459,1.0137332336287301,364.95539518595086
** binary energy state,marginal value,33,2,-6896.755633503348,1.0069768627639377,362.744713758889
** binary energy state,multi-heuristic policy,33,2,-6368.847979396683,1.0225123028361325,352.82485702345247
** binary energy state,optimal policy values,33,2,-6854.773393993564,1.0110479988723926,335.48816329682194
** binary energy state,win stay lose shift,34,2,-6651.18330486083,1.025582268939317,230.9120550177145
** binary energy state,** wait when safe,34,2,-6652.055063678177,1.0134858221927818,384.1496393698098
** binary energy state,** binary energy state,34,2,-6232.113297536118,1.04926522304393,79.53531132494463
** binary energy state,weather type,34,2,-6662.5357196389905,1.0187268954835935,187.68969126092327
** binary energy state,* $\mathit{r}$ predator,34,2,-6663.659790891944,1.0654309359090188,78.2382398116965
** binary energy state,* $\mathit{p}$ gain,34,2,-6664.345750658471,1.024742365741305,170.02217319365622
** binary energy state,expected gain naive,34,2,-6660.1438528116405,1.0105642804902264,254.3609478424535
** binary energy state,marginal value,34,2,-6661.014070012992,1.0179152969821834,125.66766399270522
** binary energy state,multi-heuristic policy,34,2,-6237.273544037629,1.0122984224542144,388.47361320403485
** binary energy state,optimal policy values,34,2,-6599.773972432411,1.0234269771190403,127.7011915489304
** binary energy state,win stay lose shift,35,2,-6823.042592923515,1.0152212842417625,408.19062330282304
** binary energy state,** wait when safe,35,2,-6829.781006869927,1.0133627148808761,334.986136913548
** binary energy state,** binary energy state,35,2,-6216.527311616016,1.0056472778733623,276.94091204658474
** binary energy state,weather type,35,2,-6837.1441122240585,1.0098799470948467,476.63038071172673
** binary energy state,* $\mathit{r}$ predator,35,2,-6836.770339301365,1.0234199884432418,359.7759794731411
** binary energy state,* $\mathit{p}$ gain,35,2,-6835.360045299559,1.0106567976371728,379.21578096562547
** binary energy state,expected gain naive,35,2,-6833.2329570440525,1.0052832033258106,389.1379601107854
** binary energy state,marginal value,35,2,-6834.090797391358,1.0114244393270624,389.1999733127127
** binary energy state,multi-heuristic policy,35,2,-6225.834642559836,1.0188625950192152,323.8700329810245
** binary energy state,optimal policy values,35,2,-6782.510717198666,1.0120251328397833,356.35721591377626
** binary energy state,win stay lose shift,36,2,-6930.487829473306,1.0081449337437272,564.0512431495804
** binary energy state,** wait when safe,36,2,-6935.187766854812,1.0091330190803303,328.0849985236854
** binary energy state,** binary energy state,36,2,-6347.761195852001,1.0129934784640433,378.16707955431224
** binary energy state,weather type,36,2,-6944.254812317608,1.0096133092452888,443.67954073862285
** binary energy state,* $\mathit{r}$ predator,36,2,-6945.128131993608,1.014852024003864,360.2682868503916
** binary energy state,* $\mathit{p}$ gain,36,2,-6944.66703700467,1.0140059692920358,359.0242101619761
** binary energy state,expected gain naive,36,2,-6944.691568535736,1.0201001823908655,289.57316074010146
** binary energy state,marginal value,36,2,-6944.558434726667,1.012627068191291,433.6117240882476
** binary energy state,multi-heuristic policy,36,2,-6356.96913472893,1.0090592784989265,436.82064342956954
** binary energy state,optimal policy values,36,2,-6880.69204498165,1.0063568014915274,489.7581892744928
** binary energy state,win stay lose shift,37,2,-6827.224610343171,1.0109642029939205,345.89438945810986
** binary energy state,** wait when safe,37,2,-6830.784951674474,1.0072762614918227,370.50802733715176
** binary energy state,** binary energy state,37,2,-6136.184115642622,1.0164319697351758,323.19600041216285
** binary energy state,weather type,37,2,-6840.385546539797,1.0136148112363228,288.6747487460727
** binary energy state,* $\mathit{r}$ predator,37,2,-6839.074485338062,1.0088861887906482,272.88298874607796
** binary energy state,* $\mathit{p}$ gain,37,2,-6839.168630393018,1.005062098031722,447.88368567643766
** binary energy state,expected gain naive,37,2,-6833.8215377401375,1.0125619602015061,242.12254991507274
** binary energy state,marginal value,37,2,-6835.612790435502,1.014603575679738,356.9831424908409
** binary energy state,multi-heuristic policy,37,2,-6139.193737484678,1.0072947873783475,345.0935749836792
** binary energy state,optimal policy values,37,2,-6766.007587362159,1.0263194271036027,253.90963619731912
** binary energy state,win stay lose shift,38,2,-6975.632559088404,1.0074263017978349,466.58671725177925
** binary energy state,** wait when safe,38,2,-6988.978135404913,1.0118027010047546,335.4552032764027
** binary energy state,** binary energy state,38,2,-6320.730858360231,1.0056175592476921,298.9724889504987
** binary energy state,weather type,38,2,-6998.621091131463,1.0041817114261076,487.8705002353948
** binary energy state,* $\mathit{r}$ predator,38,2,-6999.169783620851,1.0084867023922814,344.2635599849465
** binary energy state,* $\mathit{p}$ gain,38,2,-6999.095058825022,1.0140336774806982,371.8802867400636
** binary energy state,expected gain naive,38,2,-6997.569072640033,1.0065406393852976,374.5398846437618
** binary energy state,marginal value,38,2,-6997.073123678605,1.0064649125446594,624.84588091513
** binary energy state,multi-heuristic policy,38,2,-6326.999003558454,1.0159763061791849,228.55876462042121
** binary energy state,optimal policy values,38,2,-6913.3282956538,1.013691148917251,292.66144232241464
** binary energy state,win stay lose shift,39,2,-6796.220222805248,1.015904966100557,217.8190882944878
** binary energy state,** wait when safe,39,2,-6804.723759858628,1.0111083164917194,331.7386109568078
** binary energy state,** binary energy state,39,2,-6194.123938831937,1.0108547980239153,210.4818298244299
** binary energy state,weather type,39,2,-6808.992116805421,1.0244315984418986,296.33801182284105
** binary energy state,* $\mathit{r}$ predator,39,2,-6803.054063294658,1.0420248589864216,200.29838676306332
** binary energy state,* $\mathit{p}$ gain,39,2,-6808.358837941484,1.0118091554542725,306.3391871277313
** binary energy state,expected gain naive,39,2,-6801.482239752936,1.0042820412770865,316.90720088383705
** binary energy state,marginal value,39,2,-6807.340099341651,1.0143141734811791,325.57720739214693
** binary energy state,multi-heuristic policy,39,2,-6196.06765480608,1.0151395627826836,283.10657278558085
** binary energy state,optimal policy values,39,2,-6752.609921665608,1.0089973534266867,284.47759715062574
** binary energy state,win stay lose shift,40,2,-6870.883320512399,1.0244387534371704,342.87769372968904
** binary energy state,** wait when safe,40,2,-6883.109449633187,1.0076843440272485,277.0410561940364
** binary energy state,** binary energy state,40,2,-6363.923509268385,1.0103728063821784,355.2280730639437
