foraenv1,foraenv1,foraenv1,foraenv1,foraenv1,foraenv1,foraenv1,foraenv2,foraenv2,foraenv2,foraenv2,foraenv2,foraenv2,foraenv2,waitenv1,waitenv1,waitenv1,waitenv1,waitenv1,waitenv1,waitenv1,waitenv2,waitenv2,waitenv2,waitenv2,waitenv2,waitenv2,waitenv2
-1.0,-0.8864170891121086,-0.8450399512988022,-0.7602342656815534,-0.6711461174472155,-0.6259448918063417,-0.5813956280238342,-1.0,-0.9386652281205387,-0.9163215737013531,-0.8282437452803554,-0.739545995324626,-0.681883570499008,-0.6154319599287293,-1.0,-1.0,-0.9039028223007197,-0.8160205351298075,-0.7444384505022442,-0.6513398904223047,-0.5085756866331352,-1.0,-1.0,-0.9039028223007197,-0.8160205351298075,-0.7444384505022442,-0.6513398904223047,-0.5085756866331352
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5833333333333333,-0.5833333333333333,-0.1666666666666666,0.0,0.0,0.0,-1.0,-0.73,-0.73,-0.1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5833333333333333,-0.5833333333333333,-0.4402777777777777,-0.1094444444444444,0.0,0.0,-1.0,-0.73,-0.73,-0.5136999999999999,-0.06566666666666666,0.0,0.0,-1.0,-1.0,-0.6566666666666666,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.6566666666666666,0.0,0.0,0.0,0.0
-1.0,-0.8416666666666666,-0.5833333333333333,-0.4402777777777777,-0.36777777777777776,-0.10333333333333328,0.0,-1.0,-0.8974,-0.73,-0.5136999999999999,-0.4562666666666666,-0.062,0.0,-1.0,-1.0,-0.6566666666666666,-0.6199999999999999,0.0,0.0,0.0,-1.0,-1.0,-0.6566666666666666,-0.6199999999999999,0.0,0.0,0.0
-1.0,-0.8416666666666666,-0.7820787037037036,-0.5289722222222222,-0.4032555555555555,-0.3020787037037036,-0.0794981481481481,-1.0,-0.8974,-0.858787,-0.647806,-0.4775533333333333,-0.36250299999999996,-0.04769888888888889,-1.0,-1.0,-0.8695333333333333,-0.6199999999999999,-0.4769888888888888,0.0,0.0,-1.0,-1.0,-0.8695333333333333,-0.6199999999999999,-0.4769888888888888,0.0,0.0
-1.0,-0.9251803549382716,-0.8227025462962961,-0.7123564814814813,-0.48676924382716036,-0.37610802160493817,-0.27913194444444434,-1.0,-0.95151687,-0.88511125,-0.766639,-0.60382603,-0.4439695351851851,-0.3347256111111111,-1.0,-1.0,-0.8695333333333333,-0.8204328518518518,-0.574486111111111,-0.44012222222222214,0.0,-1.0,-1.0,-0.8695333333333333,-0.8204328518518518,-0.574486111111111,-0.44012222222222214,0.0
-1.0,-0.9358824749228394,-0.8914573919753086,-0.7787401208076131,-0.6789885444650205,-0.4491437152777777,-0.34434448906892995,-1.0,-0.95845184375,-0.92966439,-0.8344290987722223,-0.7370802462469135,-0.5504953706481481,-0.40824521087962956,-1.0,-1.0,-0.9383486124691358,-0.8461179398148146,-0.7394977407407406,-0.5306276774691356,-0.4081151219135801,-1.0,-1.0,-0.9383486124691358,-0.8461179398148146,-0.7394977407407406,-0.5306276774691356,-0.4081151219135801
-1.0,-0.9627337045781892,-0.9194102540791323,-0.8563339811218277,-0.7413806046231994,-0.6445994881984309,-0.5862075186513288,-1.0,-0.9758514405666666,-0.9477778446432777,-0.8878845971280555,-0.8006392152766975,-0.7007864407490524,-0.6283021775358899,-1.0,-1.0,-0.9471671593364197,-0.9105608909876544,-0.8065846097899176,-0.708034395355967,-0.4898856963734567,-1.0,-1.0,-0.9471671593364197,-0.9105608909876544,-0.8065846097899176,-0.708034395355967,-0.4898856963734567
-1.0,-0.9722036277949065,-0.9467122038020589,-0.8917927010509901,-0.8307077917543703,-0.7230460284089619,-0.670724717488909,-1.0,-0.9819879508110996,-0.9654695080637342,-0.9188269964071156,-0.8665282428910519,-0.7750268608403241,-0.705216310201795,-1.0,-1.0,-0.969292572572428,-0.933288706707776,-0.8721092891249416,-0.7710099099499484,-0.6726929644737416,-1.0,-1.0,-0.969292572572428,-0.933288706707776,-0.8721092891249416,-0.7710099099499484,-0.6726929644737416
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.75,-0.75,0.0,0.0,0.0,0.0,-1.0,-0.7959183673469388,-0.7959183673469388,-0.2857142857142857,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.75,-0.75,-0.579719387755102,0.0,0.0,0.0,-1.0,-0.7959183673469388,-0.7959183673469388,-0.6800812161599334,-0.22084548104956267,0.0,0.0,-1.0,-1.0,-0.7729591836734694,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.7729591836734694,0.0,0.0,0.0,0.0
-1.0,-0.75,-0.75,-0.579719387755102,-0.5711096938775511,0.0,0.0,-1.0,-0.7959183673469388,-0.7959183673469388,-0.6800812161599334,-0.6093554768846314,-0.21756559766763847,0.0,-1.0,-1.0,-0.7729591836734694,-0.7614795918367347,0.0,0.0,0.0,-1.0,-1.0,-0.7729591836734694,-0.7614795918367347,0.0,0.0,0.0
-1.0,-0.9074750754893794,-0.75,-0.579719387755102,-0.5711096938775511,-0.4724252264681383,0.0,-1.0,-0.9244694493790853,-0.7959183673469388,-0.6800812161599334,-0.6093554768846314,-0.5389433027480046,-0.17997151484500507,-1.0,-1.0,-0.7729591836734694,-0.7614795918367347,-0.6299003019575178,0.0,0.0,-1.0,-1.0,-0.7729591836734694,-0.7614795918367347,-0.6299003019575178,0.0,0.0
-1.0,-0.9074750754893794,-0.8975581463452728,-0.6869791968256742,-0.5711096938775511,-0.4724252264681383,-0.44267443903581843,-1.0,-0.9244694493790853,-0.9163739970165492,-0.7530470726705267,-0.6502163565305636,-0.5389433027480046,-0.4811105890190312,-1.0,-1.0,-0.9159722624342324,-0.7614795918367347,-0.6299003019575178,-0.5902325853810912,0.0,-1.0,-1.0,-0.9159722624342324,-0.7614795918367347,-0.6299003019575178,-0.5902325853810912,0.0
-1.0,-0.9300032836870251,-0.9001262494793836,-0.8134002629776922,-0.6800739032923144,-0.5400098510610754,-0.45037874843815084,-1.0,-0.9428598234179797,-0.9184704077382724,-0.8562479429987044,-0.7243416690576137,-0.6264294128603888,-0.5120981394777911,-1.0,-1.0,-0.9159722624342324,-0.9067652043897525,-0.7200131347481005,-0.6005049979175344,-0.5056842646080715,-1.0,-1.0,-0.9159722624342324,-0.9067652043897525,-0.7200131347481005,-0.6005049979175344,-0.5056842646080715
-1.0,-0.9587060257470496,-0.9250108797550518,-0.844888021286703,-0.8005448185983837,-0.7456259538719265,-0.6445405158959334,-1.0,-0.9662906332628977,-0.9387843916367771,-0.8798645527286859,-0.8283997594670682,-0.7829307596598241,-0.693243683317777,-1.0,-1.0,-0.9364315535525024,-0.908049255956808,-0.8348241029881983,-0.7000435190202074,-0.5702574244893048,-1.0,-1.0,-0.9364315535525024,-0.908049255956808,-0.8348241029881983,-0.7000435190202074,-0.5702574244893048
-1.0,-0.9655940717519236,-0.9536180722581815,-0.896884626883782,-0.840605268612659,-0.789346571378097,-0.7534185728968708,-1.0,-0.9719135279607539,-0.9621372018434134,-0.9196508862821717,-0.8662363525368798,-0.8222873153722099,-0.7783193773228351,-1.0,-1.0,-0.9624983295049736,-0.930721216653777,-0.8623762870076945,-0.814472289032726,-0.7000435190202074,-1.0,-1.0,-0.9624983295049736,-0.930721216653777,-0.8623762870076945,-0.814472289032726,-0.7000435190202074
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,-1.0,-0.64,-0.64,-0.4,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5,-0.5,-0.28500000000000003,0.0,0.0,0.0,-1.0,-0.64,-0.64,-0.5367999999999999,-0.228,0.0,0.0,-1.0,-1.0,-0.5700000000000001,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5700000000000001,0.0,0.0,0.0,0.0
-1.0,-0.5,-0.5,-0.28500000000000003,-0.2675,0.0,0.0,-1.0,-0.64,-0.64,-0.5367999999999999,-0.3564,-0.21400000000000002,0.0,-1.0,-1.0,-0.5700000000000001,-0.535,0.0,0.0,0.0,-1.0,-1.0,-0.5700000000000001,-0.535,0.0,0.0,0.0
-1.0,-0.7050000000000001,-0.5,-0.28500000000000003,-0.2675,-0.20500000000000002,0.0,-1.0,-0.7876000000000001,-0.64,-0.5367999999999999,-0.3564,-0.3124,-0.16400000000000003,-1.0,-1.0,-0.5700000000000001,-0.535,-0.41000000000000003,0.0,0.0,-1.0,-1.0,-0.5700000000000001,-0.535,-0.41000000000000003,0.0,0.0
-1.0,-0.7050000000000001,-0.655975,-0.37315000000000004,-0.2675,-0.20500000000000002,-0.155975,-1.0,-0.7876000000000001,-0.752302,-0.5791120000000001,-0.42692,-0.3124,-0.23886800000000002,-1.0,-1.0,-0.7463000000000001,-0.535,-0.41000000000000003,-0.31195,0.0,-1.0,-1.0,-0.7463000000000001,-0.535,-0.41000000000000003,-0.31195,0.0
-1.0,-0.7270375,-0.669375,-0.5023875,-0.35056875,-0.2270375,-0.169375,-1.0,-0.803467,-0.76195,-0.6721630000000001,-0.466793,-0.38943300000000003,-0.26293000000000005,-1.0,-1.0,-0.7463000000000001,-0.7011375,-0.454075,-0.33875,-0.258475,-1.0,-1.0,-0.7463000000000001,-0.7011375,-0.454075,-0.33875,-0.258475
-1.0,-0.793637625,-0.7011609375,-0.524073,-0.46088125,-0.40060012500000003,-0.30812343750000004,-1.0,-0.85141909,-0.784835875,-0.6855022900000001,-0.5529949,-0.50109406,-0.40848035000000005,-1.0,-1.0,-0.7652522500000001,-0.7078375000000001,-0.58727525,-0.402321875,-0.28289375,-1.0,-1.0,-0.7652522500000001,-0.7078375000000001,-0.58727525,-0.402321875,-0.28289375
-1.0,-0.8023938225,-0.7534690374999999,-0.61199467875,-0.508050171875,-0.4438406975,-0.3949159125,-1.0,-0.8577235522,-0.822497707,-0.7419327657999999,-0.6068226755,-0.5402734223000001,-0.465421946,-1.0,-1.0,-0.8225283575,-0.7332065937500001,-0.604787645,-0.506938075,-0.401461,-1.0,-1.0,-0.8225283575,-0.7332065937500001,-0.604787645,-0.506938075,-0.401461
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.4285714285714286,-0.4285714285714286,0.0,0.0,0.0,0.0,-1.0,-0.53125,-0.53125,-0.25,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.4285714285714286,-0.4285714285714286,-0.2056760204081633,0.0,0.0,0.0,-1.0,-0.53125,-0.53125,-0.38497488839285715,-0.11997767857142858,0.0,0.0,-1.0,-1.0,-0.4799107142857143,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.4799107142857143,0.0,0.0,0.0,0.0
-1.0,-0.4285714285714286,-0.4285714285714286,-0.2056760204081633,-0.19467474489795922,0.0,0.0,-1.0,-0.53125,-0.53125,-0.38497488839285715,-0.2477329799107143,-0.11356026785714286,0.0,-1.0,-1.0,-0.4799107142857143,-0.45424107142857145,0.0,0.0,0.0,-1.0,-1.0,-0.4799107142857143,-0.45424107142857145,0.0,0.0,0.0
-1.0,-0.5973288310860059,-0.4285714285714286,-0.2056760204081633,-0.19467474489795922,-0.12656805188593295,0.0,-1.0,-0.6696838067502392,-0.53125,-0.38497488839285715,-0.2477329799107143,-0.1966205519072864,-0.07383136360012756,-1.0,-1.0,-0.4799107142857143,-0.45424107142857145,-0.2953254544005102,0.0,0.0,-1.0,-1.0,-0.4799107142857143,-0.45424107142857145,-0.2953254544005102,0.0,0.0
-1.0,-0.5973288310860059,-0.5549736356596211,-0.27150270810776683,-0.19467474489795922,-0.12656805188593295,-0.09480165531614435,-1.0,-0.6696838067502392,-0.6349393105020329,-0.428173652195722,-0.2861318810688164,-0.1966205519072864,-0.13604494990134727,-1.0,-1.0,-0.6335063189181225,-0.45424107142857145,-0.2953254544005102,-0.22120386240433676,0.0,-1.0,-1.0,-0.6335063189181225,-0.45424107142857145,-0.2953254544005102,-0.22120386240433676,0.0
-1.0,-0.6284789600867111,-0.5659447502762216,-0.3638423091915438,-0.25467427598094505,-0.1499306486364619,-0.10302999127859477,-1.0,-0.6952366469461302,-0.643939052960963,-0.5039209812097578,-0.3255065733420258,-0.24695198248989608,-0.15507297681451393,-1.0,-1.0,-0.6335063189181225,-0.5942399772888718,-0.3498381801517444,-0.2404033129833878,-0.16159430189660967,-1.0,-1.0,-0.6335063189181225,-0.5942399772888718,-0.3498381801517444,-0.2404033129833878,-0.16159430189660967
-1.0,-0.6765037972575147,-0.5943373855208488,-0.3951773333984231,-0.33076893428253334,-0.25969298168402427,-0.1980681728815248,-1.0,-0.734632021187805,-0.6672298865600712,-0.5276320294936456,-0.3946301406313822,-0.33245347950879844,-0.25055122638302785,-1.0,-1.0,-0.6618578035164207,-0.599725534597172,-0.4338816452006508,-0.29009042466148544,-0.19516698080992484,-1.0,-1.0,-0.6618578035164207,-0.599725534597172,-0.4338816452006508,-0.29009042466148544,-0.19516698080992484
-1.0,-0.6922312465405911,-0.6358283071182615,-0.4594672200512856,-0.380708672399372,-0.30926885251111463,-0.26696664794436753,-1.0,-0.7475334444278285,-0.701265408182949,-0.5772964603311019,-0.44452894801868326,-0.3782789875410081,-0.30884493752593023,-1.0,-1.0,-0.7055679092226599,-0.6280975945186347,-0.46140468144603436,-0.36269953745695777,-0.27489170317275485,-1.0,-1.0,-0.7055679092226599,-0.6280975945186347,-0.46140468144603436,-0.36269953745695777,-0.27489170317275485
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.75,-0.75,0.0,0.0,0.0,0.0,-1.0,-0.7777777777777778,-0.7777777777777778,-0.6666666666666666,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.75,-0.75,-0.5729166666666667,0.0,0.0,0.0,-1.0,-0.7777777777777778,-0.7777777777777778,-0.7515432098765432,-0.5092592592592593,0.0,0.0,-1.0,-1.0,-0.7638888888888888,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.7638888888888888,0.0,0.0,0.0,0.0
-1.0,-0.9392361111111112,-0.75,-0.5729166666666667,-0.5677083333333333,0.0,0.0,-1.0,-0.9459876543209876,-0.7777777777777778,-0.7515432098765432,-0.5933641975308642,-0.5046296296296295,0.0,-1.0,-1.0,-0.7638888888888888,-0.7569444444444444,0.0,0.0,0.0,-1.0,-1.0,-0.7638888888888888,-0.7569444444444444,0.0,0.0,0.0
-1.0,-0.9392361111111112,-0.9155574845679013,-0.706958912037037,-0.5677083333333333,-0.4966724537037037,0.0,-1.0,-0.9459876543209876,-0.9249399862825789,-0.7714013203017833,-0.7125128600823045,-0.5782107338820301,-0.4414866255144033,-1.0,-1.0,-0.9426118827160495,-0.7569444444444444,-0.662229938271605,0.0,0.0,-1.0,-1.0,-0.9426118827160495,-0.7569444444444444,-0.662229938271605,0.0,0.0
-1.0,-0.9800621838563099,-0.9329879195601852,-0.8607011959876544,-0.69018655156893,-0.5489637586805555,-0.46122685185185186,-1.0,-0.9822774967611645,-0.9404337062757202,-0.9080611282578875,-0.730657781302393,-0.6948271211991313,-0.5562976894718792,-1.0,-1.0,-0.9426118827160495,-0.9202487354252401,-0.7319516782407407,-0.6149691358024691,0.0,-1.0,-1.0,-0.9426118827160495,-0.9202487354252401,-0.7319516782407407,-0.6149691358024691,0.0
-1.0,-0.9841777032294882,-0.9710952905306928,-0.9134829218404683,-0.8480247214988426,-0.6632858715920782,-0.5328166248267462,-1.0,-0.9859357362039896,-0.9743069249161713,-0.9335571303533401,-0.8875180832503777,-0.7227384488478319,-0.6685232376858097,-1.0,-1.0,-0.9811698403087372,-0.9367108129179527,-0.884381162122771,-0.7104221664356616,-0.5819664472415123,-1.0,-1.0,-0.9811698403087372,-0.9367108129179527,-0.884381162122771,-0.7104221664356616,-0.5819664472415123
-1.0,-0.993175276930858,-0.980880006524226,-0.9553432752402558,-0.9012393355460415,-0.8319879035812106,-0.7890000903666374,-1.0,-0.993933579494096,-0.9830044502437565,-0.9686069559264836,-0.917416607116845,-0.8749455271673061,-0.8357895744956101,-1.0,-1.0,-0.9850567197167388,-0.972701107723432,-0.9235200260969042,-0.8662029418108068,-0.6868540190138699,-1.0,-1.0,-0.9850567197167388,-0.972701107723432,-0.9235200260969042,-0.8662029418108068,-0.6868540190138699
-1.0,-0.9954855570959977,-0.9904937788958423,-0.9724978139922186,-0.9487305269619957,-0.8931948414409947,-0.85370948325205,-1.0,-0.9959871618631091,-0.9915500256851932,-0.9791344856528181,-0.9601621825612078,-0.9141485026572286,-0.8949874114288223,-1.0,-1.0,-0.9935544282124771,-0.9819422283839913,-0.9619751155833697,-0.9093279713314433,-0.8490954226960087,-1.0,-1.0,-0.9935544282124771,-0.9819422283839913,-0.9619751155833697,-0.9093279713314433,-0.8490954226960087
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5555555555555556,-0.5555555555555556,-0.3333333333333333,0.0,0.0,0.0,-1.0,-0.7959183673469388,-0.7959183673469388,-0.2857142857142857,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5555555555555556,-0.5555555555555556,-0.48349710254472156,-0.22524565381708236,0.0,0.0,-1.0,-0.7959183673469388,-0.7959183673469388,-0.6304780415567588,-0.1930677032717849,0.0,0.0,-1.0,-1.0,-0.6757369614512472,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.6757369614512472,0.0,0.0,0.0,0.0
-1.0,-0.5555555555555556,-0.5555555555555556,-0.48349710254472156,-0.3620559334845049,-0.20521541950113378,0.0,-1.0,-0.7959183673469388,-0.7959183673469388,-0.6304780415567588,-0.5071729372020918,-0.17589893100097181,0.0,-1.0,-1.0,-0.6757369614512472,-0.6156462585034014,0.0,0.0,0.0,-1.0,-1.0,-0.6757369614512472,-0.6156462585034014,0.0,0.0,0.0
-1.0,-0.7998096357884718,-0.5555555555555556,-0.48349710254472156,-0.3620559334845049,-0.3273424596175919,-0.18319056017468716,-1.0,-0.9080758531681757,-0.7959183673469388,-0.6304780415567588,-0.5071729372020918,-0.4562926455540644,-0.15702048014973186,-1.0,-1.0,-0.6757369614512472,-0.6156462585034014,-0.5495716805240615,0.0,0.0,-1.0,-1.0,-0.6757369614512472,-0.6156462585034014,-0.5495716805240615,0.0,0.0
-1.0,-0.7998096357884718,-0.7487175268192438,-0.5230983876618498,-0.42145786116019707,-0.3273424596175919,-0.27977154580653124,-1.0,-0.9080758531681757,-0.8846151908863874,-0.7213993594277162,-0.5580888752098279,-0.4562926455540644,-0.37876253899835344,-1.0,-1.0,-0.8539427444783237,-0.6156462585034014,-0.5495716805240615,-0.43461443534329836,0.0,-1.0,-1.0,-0.8539427444783237,-0.6156462585034014,-0.5495716805240615,-0.43461443534329836,0.0
-1.0,-0.8086099213700558,-0.7713398981520575,-0.6924221420976031,-0.46272094497028204,-0.3936372281235114,-0.2976829456591261,-1.0,-0.9121168006291073,-0.8950030144575774,-0.799150062995154,-0.6528255472227781,-0.5194475505336451,-0.41038942437163245,-1.0,-1.0,-0.8539427444783237,-0.8013301356487837,-0.5693723230826255,-0.48551477084212924,-0.3809784474804451,-1.0,-1.0,-0.8539427444783237,-0.8013301356487837,-0.5693723230826255,-0.48551477084212924,-0.3809784474804451
-1.0,-0.8870160455761683,-0.7849096151228684,-0.7198923022144937,-0.6181883902120299,-0.587424328368608,-0.5140860402190207,-1.0,-0.948119612764567,-0.9012340069441742,-0.8143845718330152,-0.7296821847463625,-0.6819375107708161,-0.5456220051430306,-1.0,-1.0,-0.8603633609995816,-0.8126413213151906,-0.7457861025463786,-0.5160466340264538,-0.43957599948282033,-1.0,-1.0,-0.8603633609995816,-0.8126413213151906,-0.7457861025463786,-0.5160466340264538,-0.43957599948282033
-1.0,-0.8961185830065966,-0.8550823499907538,-0.7665913549385056,-0.6840311623960927,-0.639860787293849,-0.6005527786871334,-1.0,-0.9522993493397637,-0.9334561811182033,-0.8591767769290557,-0.7715841184641627,-0.715700839220539,-0.6524872968676714,-1.0,-1.0,-0.9175678291703677,-0.8226364880612249,-0.7662668117648421,-0.6739352874791962,-0.5160466340264538,-1.0,-1.0,-0.9175678291703677,-0.8226364880612249,-0.7662668117648421,-0.6739352874791962,-0.5160466340264538
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5833333333333333,-0.5833333333333333,-0.1666666666666666,0.0,0.0,0.0,-1.0,-0.7037037037037037,-0.7037037037037037,-0.1111111111111111,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5833333333333333,-0.5833333333333333,-0.4347993827160493,-0.10725308641975304,0.0,0.0,-1.0,-0.7037037037037037,-0.7037037037037037,-0.4924554183813443,-0.07150205761316872,0.0,0.0,-1.0,-1.0,-0.6435185185185185,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.6435185185185185,0.0,0.0,0.0,0.0
-1.0,-0.5833333333333333,-0.5833333333333333,-0.4347993827160493,-0.36284722222222215,-0.10223765432098761,0.0,-1.0,-0.7037037037037037,-0.7037037037037037,-0.4924554183813443,-0.4350137174211248,-0.06815843621399176,0.0,-1.0,-1.0,-0.6435185185185185,-0.6134259259259258,0.0,0.0,0.0,-1.0,-1.0,-0.6435185185185185,-0.6134259259259258,0.0,0.0,0.0
-1.0,-0.7765114168952902,-0.5833333333333333,-0.4347993827160493,-0.36284722222222215,-0.2954157378829446,-0.07727123342478277,-1.0,-0.841074785347762,-0.7037037037037037,-0.4924554183813443,-0.4350137174211248,-0.34290059950210844,-0.05151415561652187,-1.0,-1.0,-0.6435185185185185,-0.6134259259259258,-0.4636274005486968,0.0,0.0,-1.0,-1.0,-0.6435185185185185,-0.6134259259259258,-0.4636274005486968,0.0,0.0
-1.0,-0.7765114168952902,-0.7495543624256973,-0.5036637921339692,-0.3903929859893901,-0.2954157378829446,-0.24349226251714673,-1.0,-0.841074785347762,-0.821905324391607,-0.5903959117757193,-0.4533775599325701,-0.34290059950210844,-0.28791739699232843,-1.0,-1.0,-0.8087931011215261,-0.6134259259259258,-0.4636274005486968,-0.39893046982167346,0.0,-1.0,-1.0,-0.8087931011215261,-0.6134259259259258,-0.4636274005486968,-0.39893046982167346,0.0
-1.0,-0.8112624383145184,-0.7591188637337416,-0.6366463624225218,-0.4594545717592592,-0.3577913936101203,-0.2669571723928824,-1.0,-0.8657866228014354,-0.8287067475439941,-0.6849612950920234,-0.5515984819163839,-0.41074069728142015,-0.3107871823422302,-1.0,-1.0,-0.8087931011215261,-0.7791737317736117,-0.5470298519548442,-0.4218852729609801,-0.31915816869252656,-1.0,-1.0,-0.8087931011215261,-0.7791737317736117,-0.5470298519548442,-0.4218852729609801,-0.31915816869252656
-1.0,-0.8586682619821969,-0.7930175882737716,-0.6761627400015613,-0.5867658216743253,-0.526357666289951,-0.4401816336364654,-1.0,-0.8994974307428956,-0.8528125072169042,-0.7218711426849553,-0.643327656646538,-0.5642854306051746,-0.4572320109231517,-1.0,-1.0,-0.8385245305579769,-0.7839559824276339,-0.6608038287572726,-0.5032422118570516,-0.38426604544577025,-1.0,-1.0,-0.8385245305579769,-0.7839559824276339,-0.6608038287572726,-0.5032422118570516,-0.38426604544577025
-1.0,-0.8745903922263576,-0.8396028079835132,-0.7426354409248324,-0.6465292680861096,-0.5873297543980742,-0.5328831504764605,-1.0,-0.9108198344720766,-0.8859397745660538,-0.7811578976539687,-0.6949523649373255,-0.6187300964187377,-0.5559972968208462,-1.0,-1.0,-0.8790828463625462,-0.8157710594158742,-0.6990169413432583,-0.6150467391604317,-0.5032422118570516,-1.0,-1.0,-0.8790828463625462,-0.8157710594158742,-0.6990169413432583,-0.6150467391604317,-0.5032422118570516
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5555555555555556,-0.5555555555555556,-0.3333333333333333,0.0,0.0,0.0,-1.0,-0.8400000000000001,-0.8400000000000001,-0.2,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.5555555555555556,-0.5555555555555556,-0.4883950617283951,-0.2325925925925926,0.0,0.0,-1.0,-0.8400000000000001,-0.8400000000000001,-0.6465777777777778,-0.13955555555555557,0.0,0.0,-1.0,-1.0,-0.6977777777777778,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.6977777777777778,0.0,0.0,0.0,0.0
-1.0,-0.8340740740740741,-0.5555555555555556,-0.4883950617283951,-0.3718518518518519,-0.2088888888888889,0.0,-1.0,-0.9402666666666668,-0.8400000000000001,-0.6465777777777778,-0.5406222222222223,-0.12533333333333335,0.0,-1.0,-1.0,-0.6977777777777778,-0.6266666666666667,0.0,0.0,0.0,-1.0,-1.0,-0.6977777777777778,-0.6266666666666667,0.0,0.0,0.0
-1.0,-0.8340740740740741,-0.8033470507544582,-0.530482304526749,-0.4349827160493827,-0.3327846364883402,-0.18584362139917696,-1.0,-0.9402666666666668,-0.929204938271605,-0.7677890370370372,-0.5785007407407409,-0.48215308641975313,-0.11150617283950619,-1.0,-1.0,-0.8871703703703704,-0.6266666666666667,-0.557530864197531,0.0,0.0,-1.0,-1.0,-0.8871703703703704,-0.6266666666666667,-0.557530864197531,0.0,0.0
-1.0,-0.9312260935832953,-0.8126997713763147,-0.7510408779149521,-0.48355872580399334,-0.4103250114311843,-0.3031374485596708,-1.0,-0.9752413936899864,-0.9325719176954733,-0.8471901234567902,-0.7183996488340194,-0.539339412894376,-0.433319242798354,-1.0,-1.0,-0.8871703703703704,-0.8452587105624143,-0.5785744855967079,-0.4962567901234568,0.0,-1.0,-1.0,-0.8871703703703704,-0.8452587105624143,-0.5785744855967079,-0.4962567901234568,0.0
